ID	Type	RA	DECL	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER	I	V	V_I	P	T0	A_1	A_2	Remarks
OGLE-LMC-ECL-28611	ELL	5.026081	-67.491667	-99.99	LMC124.2.19528	LMC511.15.24096	-99.99	16.544	17.291	0.747	0.35673780	7000.01450	0.078	0.076	
OGLE-LMC-ECL-28614	ELL	5.026472	-69.878389	-99.99	LMC128.2.39258	LMC509.23.199	-99.99	15.855	15.787	-0.068	1.43711550	7000.38060	0.028	0.020	
OGLE-LMC-ECL-28635	ELL	5.029761	-69.165111	-99.99	LMC127.3.62262	LMC510.06.1926	-99.99	17.172	17.312	0.140	5.14811830	7003.55390	0.073	0.020	
OGLE-LMC-ECL-28637	ELL	5.029861	-67.655417	-99.99	LMC124.1.18524	LMC511.15.102	-99.99	15.664	15.578	-0.086	1.48909120	7000.53110	0.055	0.026	
OGLE-LMC-ECL-28639	ELL	5.030167	-68.175639	-99.99	LMC125.2.7029	LMC510.31.31339	-99.99	18.485	19.576	1.091	14.77565500	7001.12530	0.166	0.130	
OGLE-LMC-ECL-28644	ELL	5.031242	-68.190472	-99.99	LMC125.2.6335	LMC510.31.28542	-99.99	16.917	18.034	1.117	239.38000770	7152.11210	0.115	0.107	
OGLE-LMC-ECL-28647	ELL	5.031517	-69.293194	-99.99	LMC127.2.56546	LMC510.06.916	-99.99	16.754	16.773	0.019	2.34826490	7001.22220	0.082	0.042	
OGLE-LMC-ECL-28655	ELL	5.032622	-66.281528	-99.99	-99.99	LMC512.15.16464	-99.99	14.876	14.740	-0.136	6.08403310	7001.59860	0.081	0.034	
OGLE-LMC-ECL-28672	ELL	5.034575	-67.621750	-99.99	LMC124.2.5377	LMC511.15.714	-99.99	17.130	17.095	-0.035	1.30238550	7000.12720	0.047	0.025	
OGLE-LMC-ECL-28677	ELL	5.035108	-66.076306	-99.99	-99.99	LMC512.24.18052	-99.99	15.569	15.453	-0.116	2.79171660	7002.38680	0.127	0.065	
OGLE-LMC-ECL-28710	ELL	5.038494	-68.147833	-99.99	LMC125.2.12947	LMC510.31.31694	-99.99	19.190	19.833	0.643	8.51159510	7003.14630	0.210	0.195	
OGLE-LMC-ECL-28735	ELL	5.041719	-68.147750	-99.99	LMC125.2.13708	LMC510.31.31697	-99.99	19.255	19.436	0.181	1.16231070	7000.86430	0.204	0.117	
OGLE-LMC-ECL-28738	ELL	5.041975	-68.612556	LMC_SC15_220917	LMC126.3.17213	LMC510.23.895	-99.99	16.728	18.056	1.328	69.66330820	7019.50010	0.060	0.023	
OGLE-LMC-ECL-28758	ELL	5.043603	-65.389361	-99.99	-99.99	LMC534.17.9289	-99.99	18.000	18.962	0.962	1.81355040	7001.74500	0.158	0.157	
OGLE-LMC-ECL-28783	ELL	5.044922	-66.848611	-99.99	LMC123.3.414	LMC511.31.17045	-99.99	17.401	17.288	-0.113	18.63218380	7009.90980	0.093	0.089	
OGLE-LMC-ECL-28789	ELL	5.045981	-65.847333	-99.99	-99.99	LMC512.32.198	-99.99	16.789	16.807	0.018	2.98252180	7002.54320	0.062	0.012	
OGLE-LMC-ECL-28814	ELL	5.048706	-69.142278	-99.99	LMC119.6.54168	LMC510.06.51220	-99.99	15.360	16.975	1.615	176.13660280	7036.11920	0.127	0.103	
OGLE-LMC-ECL-28815	ELL	5.048886	-71.650306	-99.99	-99.99	LMC508.05.26	-99.99	14.704	15.843	1.139	0.24054200	7000.04850	0.231	0.224	
OGLE-LMC-ECL-28822	ELL	5.049419	-68.167278	-99.99	LMC125.2.12829	LMC510.31.29607	-99.99	17.576	17.576	0.000	1.91261380	7001.62940	0.104	0.036	
OGLE-LMC-ECL-28848	ELL	5.052222	-68.899250	-99.99	LMC118.8.85	LMC510.14.590	-99.99	16.080	16.041	-0.039	4.57709620	7003.18110	0.082	0.032	
OGLE-LMC-ECL-28859	ELL	5.052983	-67.097750	-99.99	LMC123.1.17802	LMC511.31.793	-99.99	18.188	18.150	-0.038	1.14747880	7000.48900	0.129	0.048	
OGLE-LMC-ECL-28865	ELL	5.053500	-66.921861	-99.99	LMC123.2.16192	LMC511.31.16771	-99.99	15.969	15.840	-0.129	1.49661360	7000.68500	0.074	0.035	
OGLE-LMC-ECL-28867	ELL	5.053967	-66.077778	-99.99	-99.99	LMC512.24.18053	-99.99	14.932	14.834	-0.098	7.09650550	7002.61720	0.036	0.008	
OGLE-LMC-ECL-28872	ELL	5.056217	-66.282472	-99.99	-99.99	LMC512.14.18864	-99.99	15.795	15.659	-0.136	1.80162220	7001.41120	0.090	0.056	
OGLE-LMC-ECL-28876	ELL	5.056867	-69.289611	-99.99	LMC119.7.54942	LMC510.05.1053	-99.99	17.241	17.187	-0.054	1.01643700	7000.21740	0.091	0.061	
OGLE-LMC-ECL-28877	ELL	5.057011	-70.199194	-99.99	LMC121.5.36238	LMC509.13.180	-99.99	15.802	15.708	-0.094	3.26082860	7000.92100	0.142	0.078	
OGLE-LMC-ECL-28879	ELL	5.057164	-68.787917	-99.99	LMC118.7.87	LMC510.13.54635	-99.99	16.002	15.934	-0.068	3.07836680	7002.25860	0.078	0.052	
OGLE-LMC-ECL-28887	ELL	5.057825	-65.239306	-99.99	-99.99	LMC513.15.23	-99.99	15.226	16.102	0.876	0.78112380	7000.71350	0.081	0.076	
OGLE-LMC-ECL-28906	ELL	5.059411	-71.582111	-99.99	-99.99	LMC508.04.12174	-99.99	16.707	18.921	2.214	0.17750800	7000.08840	0.128	0.081	
OGLE-LMC-ECL-28931	ELL	5.061486	-70.734556	-99.99	LMC121.8.9085	LMC508.29.101	-99.99	15.473	15.314	-0.159	1.64516480	7000.53600	0.111	0.068	
OGLE-LMC-ECL-28936	ELL	5.061828	-68.231056	-99.99	LMC117.8.36053	LMC510.30.444	-99.99	16.076	15.975	-0.101	2.27870290	7000.54380	0.085	0.041	
OGLE-LMC-ECL-28958	ELL	5.063592	-67.992333	-99.99	LMC117.6.301	LMC511.06.1932	-99.99	18.006	18.087	0.081	2.18735510	7001.62250	0.109	0.050	
OGLE-LMC-ECL-28967	ELL	5.064031	-71.745750	-99.99	-99.99	LMC508.04.98	-99.99	16.348	16.242	-0.106	2.69653970	7000.47720	0.161	0.051	
OGLE-LMC-ECL-28968	ELL	5.064072	-71.887583	-99.99	-99.99	LMC507.29.8802	-99.99	15.809	17.270	1.461	75.86703700	7037.19150	0.160	0.098	
OGLE-LMC-ECL-29020	ELL	5.068575	-69.021000	-99.99	LMC119.5.13117	LMC510.05.56909	-99.99	16.250	16.240	-0.010	3.81401030	7000.83860	0.118	0.053	
OGLE-LMC-ECL-29022	ELL	5.068778	-66.182083	-99.99	-99.99	LMC512.23.62	-99.99	14.954	14.822	-0.132	6.00438030	7001.97840	0.122	0.071	
OGLE-LMC-ECL-29031	ELL	5.069558	-69.303750	-99.99	LMC119.7.66342	LMC510.05.350	-99.99	15.948	17.400	1.452	4.09128370	7002.24350	0.170	0.168	
OGLE-LMC-ECL-29042	ELL	5.070289	-73.037167	-99.99	-99.99	LMC524.28.7748	-99.99	17.204	-99.99	-99.99	25.73360660	7018.44390	0.180	0.114	
OGLE-LMC-ECL-29045	ELL	5.070603	-64.516056	-99.99	-99.99	LMC513.31.5351	-99.99	17.708	17.769	0.061	1.39342350	7000.69060	0.252	0.161	
OGLE-LMC-ECL-29048	ELL	5.070831	-68.165917	-99.99	LMC117.7.241	LMC510.30.32313	-99.99	17.348	17.389	0.041	4.43442310	7002.68700	0.061	0.020	
OGLE-LMC-ECL-29094	ELL	5.074236	-70.746361	-99.99	LMC122.5.19762	LMC508.29.494	-99.99	17.141	16.992	-0.149	1.51200460	7000.79530	0.042	0.021	
OGLE-LMC-ECL-29102	ELL	5.074625	-65.973389	-99.99	-99.99	LMC512.23.19597	-99.99	18.756	18.870	0.114	1.07657560	7001.05980	0.150	0.088	
OGLE-LMC-ECL-29109	ELL	5.074956	-65.769500	-99.99	-99.99	LMC512.31.1166	-99.99	18.169	19.100	0.931	0.66485320	7000.54790	0.087	0.085	
OGLE-LMC-ECL-29130	ELL	5.076786	-70.585167	-99.99	LMC121.7.17714	LMC508.29.20808	-99.99	17.025	16.965	-0.060	1.53218370	7000.93300	0.112	0.066	
OGLE-LMC-ECL-29132	ELL	5.076931	-70.687528	-99.99	LMC121.8.15207	LMC508.29.3729	-99.99	17.266	14.812	-2.454	2.81414830	7001.13180	0.105	0.063	
OGLE-LMC-ECL-29140	ELL	5.077847	-65.680056	-99.99	-99.99	LMC512.31.13681	-99.99	17.944	19.005	1.061	13.47864230	7012.05140	0.169	0.132	
OGLE-LMC-ECL-29152	ELL	5.078789	-68.057806	-99.99	LMC117.6.7239	LMC511.05.168	-99.99	16.201	16.436	0.235	14.74010410	7003.61250	0.045	0.019	
OGLE-LMC-ECL-29163	ELL	5.079814	-68.717361	LMC_SC14_257162	LMC118.7.66157	LMC510.13.55776	-99.99	16.778	16.693	-0.085	1.10416370	7000.83410	0.123	0.084	
OGLE-LMC-ECL-29166	ELL	5.080917	-68.862028	-99.99	LMC118.8.73894	LMC510.13.2045	-99.99	17.019	16.993	-0.026	1.07662640	7000.16820	0.069	0.042	
OGLE-LMC-ECL-29171	ELL	5.081150	-68.935056	-99.99	LMC118.8.28558	LMC510.13.9009	-99.99	19.112	19.158	0.046	0.59707530	7000.55280	0.325	0.164	
OGLE-LMC-ECL-29196	ELL	5.084242	-67.321611	-99.99	LMC116.5.2032	LMC511.22.1723	-99.99	18.104	18.086	-0.018	7.84812070	7007.52500	0.095	0.084	
OGLE-LMC-ECL-29210	ELL	5.085383	-66.194000	-99.99	-99.99	LMC512.22.52	-99.99	15.044	14.889	-0.155	3.30183640	7003.21660	0.055	0.030	
OGLE-LMC-ECL-29218	ELL	5.086081	-68.144889	-99.99	LMC117.7.8500	LMC510.29.35171	-99.99	15.760	17.202	1.442	95.89625400	7061.06960	0.156	0.122	
OGLE-LMC-ECL-29281	ELL	5.092647	-69.134806	-99.99	LMC119.6.92052	LMC510.04.58494	-99.99	17.485	17.621	0.136	1.30224720	7000.52750	0.146	0.111	
OGLE-LMC-ECL-29282	ELL	5.092706	-67.017306	-99.99	LMC115.7.4785	LMC511.30.5535	-99.99	19.511	19.660	0.149	0.61391440	7000.06520	0.403	0.260	
OGLE-LMC-ECL-29289	ELL	5.093322	-71.722750	-99.99	-99.99	LMC508.03.248	-99.99	17.188	17.280	0.092	5.43082080	7000.91250	0.103	0.025	
OGLE-LMC-ECL-29317	ELL	5.095997	-69.214500	-99.99	LMC119.6.40525	LMC510.04.289	-99.99	15.792	15.807	0.015	5.98213680	7004.19440	0.085	0.030	
OGLE-LMC-ECL-29353	ELL	5.098864	-68.407528	-99.99	LMC118.5.53061	LMC510.21.51330	-99.99	16.115	16.009	-0.106	2.13746730	7000.20110	0.113	0.072	
OGLE-LMC-ECL-29359	ELL	5.099397	-68.688389	-99.99	LMC118.7.77639	LMC510.21.158	HV13022 LMV1696	15.702	15.561	-0.141	2.82750030	7001.77940	0.070	0.059	
OGLE-LMC-ECL-29365	ELL	5.099758	-71.724278	-99.99	-99.99	LMC508.03.603	-99.99	17.464	17.463	-0.001	2.88311590	7000.65770	0.083	0.034	
OGLE-LMC-ECL-29386	ELL	5.101111	-68.097639	-99.99	LMC117.7.50317	LMC510.29.37925	-99.99	18.386	19.671	1.285	134.63700540	7028.69360	0.136	0.134	
OGLE-LMC-ECL-29404	ELL	5.102947	-68.095361	-99.99	LMC117.7.57831	LMC510.29.35068	-99.99	13.333	13.365	0.032	8.85507230	7002.34540	0.127	0.083	
OGLE-LMC-ECL-29405	ELL	5.102986	-67.913556	-99.99	LMC117.5.20493	LMC511.04.28701	-99.99	15.982	15.900	-0.082	3.04853250	7000.61260	0.085	0.037	
OGLE-LMC-ECL-29418	ELL	5.103942	-73.948750	-99.99	-99.99	LMC524.02.5287	-99.99	17.046	-99.99	-99.99	30.90034390	7017.94070	0.132	0.112	
OGLE-LMC-ECL-29444	ELL	5.105706	-67.326972	-99.99	LMC116.6.13065	LMC511.21.501	-99.99	17.171	17.169	-0.002	3.20959830	7002.11800	0.067	0.017	
OGLE-LMC-ECL-29451	ELL	5.106122	-68.820972	-99.99	LMC118.8.86022	LMC510.12.56184	-99.99	16.586	16.582	-0.004	4.76153320	7001.71880	0.081	0.046	
OGLE-LMC-ECL-29467	ELL	5.108014	-68.361250	-99.99	LMC117.8.26581	LMC510.29.224	-99.99	15.962	17.306	1.344	89.46700320	7019.92410	0.179	0.092	
OGLE-LMC-ECL-29499	ELL	5.111075	-70.578639	-99.99	LMC121.2.8024	LMC508.28.23358	-99.99	16.989	18.105	1.116	111.35795200	7108.31850	0.112	0.025	
OGLE-LMC-ECL-29501	ELL	5.111217	-66.340528	-99.99	-99.99	LMC512.12.19121	-99.99	18.504	19.429	0.925	0.27158710	7000.15570	0.559	0.550	
OGLE-LMC-ECL-29509	ELL	5.112608	-71.174528	-99.99	LMC122.1.13864	LMC508.11.12219	-99.99	15.813	15.707	-0.106	8.97462650	7008.51840	0.054	0.030	
OGLE-LMC-ECL-29513	ELL	5.112950	-66.521806	-99.99	-99.99	LMC512.12.259	-99.99	17.293	18.462	1.169	42.79440800	7015.78390	0.083	0.056	
OGLE-LMC-ECL-29524	ELL	5.114494	-68.668583	-99.99	LMC118.2.56959	LMC510.20.825	-99.99	17.245	17.201	-0.044	1.14972810	7000.22220	0.116	0.065	
OGLE-LMC-ECL-29540	ELL	5.116214	-68.349611	-99.99	LMC117.1.1	LMC510.28.4	HV5582	12.979	13.189	0.210	20.53990900	7012.59910	0.294	0.243	
OGLE-LMC-ECL-29560	ELL	5.117861	-67.118278	-99.99	LMC115.8.15558	LMC511.29.318	-99.99	17.199	17.230	0.031	3.32726620	7002.18580	0.152	0.055	
OGLE-LMC-ECL-29568	ELL	5.118142	-67.965472	-99.99	LMC117.3.35979	LMC511.04.123	-99.99	15.161	15.030	-0.131	3.51302230	7000.65120	0.088	0.046	
OGLE-LMC-ECL-29570	ELL	5.118228	-69.020944	-99.99	LMC119.4.13892	LMC510.03.53855	-99.99	15.360	15.259	-0.101	1.44329230	7000.87180	0.080	0.050	
OGLE-LMC-ECL-29585	ELL	5.120047	-68.503861	-99.99	LMC118.3.57473	LMC510.20.51053	-99.99	16.369	16.317	-0.052	3.74042670	7001.43240	0.108	0.072	
OGLE-LMC-ECL-29591	ELL	5.120572	-70.435861	-99.99	LMC121.2.44453	LMC509.03.850	-99.99	17.042	17.108	0.066	2.25303140	7000.73880	0.134	0.054	
OGLE-LMC-ECL-29618	ELL	5.123606	-66.831111	-99.99	LMC115.3.550	LMC512.04.294	-99.99	17.452	17.424	-0.028	0.56934180	7000.19260	0.137	0.090	
OGLE-LMC-ECL-29622	ELL	5.124064	-66.726444	-99.99	LMC115.4.105	LMC512.04.211	-99.99	16.074	15.991	-0.083	2.50715110	7000.49130	0.147	0.055	
OGLE-LMC-ECL-29636	ELL	5.125281	-70.852556	-99.99	LMC122.4.24827	LMC508.19.17477	-99.99	16.757	16.790	0.033	4.85053100	7002.83320	0.095	0.018	
OGLE-LMC-ECL-29642	ELL	5.125603	-69.190861	-99.99	LMC119.3.13632	LMC510.03.96	-99.99	14.529	14.473	-0.056	6.20832310	7005.48490	0.087	0.028	
OGLE-LMC-ECL-29671	ELL	5.128328	-67.220417	-99.99	LMC116.4.115	LMC511.20.20863	-99.99	15.771	15.706	-0.065	2.39903770	7001.29510	0.052	0.038	
OGLE-LMC-ECL-29721	ELL	5.132747	-69.523278	-99.99	LMC119.1.27159	LMC509.27.14262	-99.99	19.744	19.898	0.154	0.62963360	7000.10680	0.362	0.184	
OGLE-LMC-ECL-29729	ELL	5.133375	-68.223833	-99.99	LMC117.1.45956	LMC510.28.569	-99.99	16.483	16.640	0.157	6.10308410	7001.80270	0.157	0.054	
OGLE-LMC-ECL-29730	ELL	5.133389	-70.659556	-99.99	LMC121.1.18317	LMC508.27.24708	-99.99	16.281	17.512	1.231	73.11400370	7043.45660	0.158	0.118	
OGLE-LMC-ECL-29738	ELL	5.134006	-66.512444	-99.99	-99.99	LMC512.11.259	-99.99	17.267	17.322	0.055	3.39196710	7002.61220	0.117	0.041	
OGLE-LMC-ECL-29762	ELL	5.136275	-65.449750	-99.99	-99.99	LMC513.04.11533	-99.99	16.858	18.021	1.163	115.33260890	7081.20470	0.155	0.148	
OGLE-LMC-ECL-29763	ELL	5.136325	-69.129611	-99.99	LMC119.3.83485	LMC510.03.54758	-99.99	17.217	17.751	0.534	20.13020290	7017.58510	0.125	0.104	
OGLE-LMC-ECL-29785	ELL	5.138550	-69.104972	-99.99	LMC119.3.83295	LMC510.03.54111	-99.99	16.298	16.235	-0.063	1.77555200	7001.66190	0.105	0.045	
OGLE-LMC-ECL-29788	ELL	5.139094	-65.831444	-99.99	-99.99	LMC512.28.2175	-99.99	18.894	18.985	0.091	0.83106250	7000.14130	0.239	0.170	
OGLE-LMC-ECL-29813	ELL	5.141894	-67.929694	-99.99	LMC117.3.51729	LMC511.03.148	-99.99	15.139	15.093	-0.046	7.75453170	7002.03020	0.107	0.038	
OGLE-LMC-ECL-29827	ELL	5.144103	-69.118750	-99.99	LMC119.3.96415	LMC510.02.54259	-99.99	16.321	17.155	0.834	65.88820620	7040.72210	0.189	0.145	
OGLE-LMC-ECL-29850	ELL	5.146089	-68.459778	-99.99	LMC118.4.19222	LMC510.19.47799	-99.99	16.730	16.992	0.262	4.23998580	7003.68730	0.096	0.037	
OGLE-LMC-ECL-29855	ELL	5.146614	-69.040083	LMC_SC11_228057	LMC119.4.40565	LMC510.02.54549	-99.99	16.212	16.325	0.113	6.86600280	7005.46920	0.109	0.026	
OGLE-LMC-ECL-29866	ELL	5.147814	-66.485667	-99.99	-99.99	LMC512.11.1886	-99.99	18.630	18.577	-0.053	26.01920510	7011.70810	0.135	0.124	
OGLE-LMC-ECL-29902	ELL	5.150744	-66.324056	-99.99	-99.99	LMC512.11.17217	-99.99	18.265	18.899	0.634	4.62578380	7000.82240	0.120	0.098	
OGLE-LMC-ECL-29928	ELL	5.152625	-66.151000	-99.99	-99.99	LMC512.20.66	-99.99	15.857	17.177	1.320	84.26190030	7048.34850	0.050	0.041	
OGLE-LMC-ECL-29966	ELL	5.155414	-64.904917	-99.99	-99.99	LMC513.20.70	-99.99	15.863	15.842	-0.021	7.14116770	7006.55920	0.075	0.016	
OGLE-LMC-ECL-29977	ELL	5.156286	-68.853694	LMC_SC11_338411	LMC118.1.85062	LMC510.10.2302	-99.99	16.869	16.895	0.026	3.86836720	7001.59960	0.094	0.035	
OGLE-LMC-ECL-29978	ELL	5.156483	-65.516917	-99.99	-99.99	LMC513.03.254	-99.99	16.755	16.618	-0.137	0.87458570	7000.78150	0.128	0.084	
OGLE-LMC-ECL-29988	ELL	5.157489	-68.292000	-99.99	LMC117.1.64717	LMC510.27.5055	-99.99	18.955	19.781	0.826	2.67966200	7001.13660	0.235	0.176	
OGLE-LMC-ECL-30005	ELL	5.159808	-67.916861	-99.99	LMC117.3.60190	LMC511.02.26713	-99.99	16.386	16.231	-0.155	0.83425380	7000.43310	0.038	0.022	
OGLE-LMC-ECL-30020	ELL	5.161614	-66.070722	-99.99	-99.99	LMC512.19.15290	-99.99	13.613	14.126	0.513	2.36765930	7002.13700	0.056	0.033	
OGLE-LMC-ECL-30031	ELL	5.162789	-68.251556	-99.99	LMC109.8.24760	LMC510.27.441	-99.99	16.568	19.220	2.652	0.48231470	7000.30860	0.061	0.022	
OGLE-LMC-ECL-30042	ELL	5.163686	-71.657139	-99.99	-99.99	LMC508.01.3404	-99.99	19.770	20.040	0.270	0.81710320	7000.46640	0.435	0.214	
OGLE-LMC-ECL-30057	ELL	5.164983	-67.998583	-99.99	LMC109.6.227	LMC511.02.1718	-99.99	18.064	18.605	0.541	22.26140330	7010.81170	0.103	0.092	
OGLE-LMC-ECL-30064	ELL	5.165381	-68.951222	-99.99	LMC110.8.324	LMC510.10.594	-99.99	16.351	16.386	0.035	3.04182980	7001.22220	0.063	0.038	
OGLE-LMC-ECL-30065	ELL	5.165411	-69.243778	-99.99	LMC111.6.127	LMC510.02.534	-99.99	15.718	15.569	-0.149	2.21805160	7000.32650	0.026	0.011	
OGLE-LMC-ECL-30081	ELL	5.167189	-67.810556	-99.99	LMC109.5.17988	LMC511.02.33533	-99.99	19.457	19.641	0.184	0.75400100	7000.47000	0.312	0.153	
OGLE-LMC-ECL-30094	ELL	5.168053	-71.666556	-99.99	-99.99	LMC508.01.338	-99.99	17.206	17.303	0.097	4.25803200	7003.05420	0.084	0.019	
OGLE-LMC-ECL-30112	ELL	5.169411	-66.654889	-99.99	LMC107.5.51	LMC512.02.16329	-99.99	15.366	16.404	1.038	100.66640850	7015.98160	0.239	0.169	
OGLE-LMC-ECL-30126	ELL	5.170583	-71.567250	-99.99	-99.99	LMC508.01.16261	-99.99	19.669	19.768	0.099	0.45442420	7000.36220	0.592	0.300	
OGLE-LMC-ECL-30130	ELL	5.170961	-67.558278	-99.99	LMC108.7.307	LMC511.10.21974	-99.99	17.300	18.379	1.079	19.54246080	7005.99950	0.197	0.187	
OGLE-LMC-ECL-30155	ELL	5.173853	-67.171861	-99.99	LMC107.8.1876	LMC511.19.20682	-99.99	18.647	18.781	0.134	1.17098650	7000.39420	0.148	0.094	
OGLE-LMC-ECL-30167	ELL	5.175106	-71.985639	-99.99	-99.99	LMC501.16.89	-99.99	15.787	15.684	-0.103	3.48610230	7002.92840	0.077	0.030	
OGLE-LMC-ECL-30175	ELL	5.175967	-67.833889	-99.99	LMC109.5.21089	LMC511.02.26666	-99.99	15.460	16.852	1.392	260.15797660	7187.12490	0.043	0.027	
OGLE-LMC-ECL-30186	ELL	5.177325	-71.696750	-99.99	-99.99	LMC501.25.10569	-99.99	16.250	16.972	0.722	34.27100080	7020.77340	0.267	0.158	
OGLE-LMC-ECL-30191	ELL	5.177897	-71.656806	-99.99	-99.99	LMC501.25.12741	-99.99	16.715	16.707	-0.008	4.18664070	7002.35050	0.120	0.080	
OGLE-LMC-ECL-30215	ELL	5.179981	-70.459806	-99.99	LMC113.7.50869	LMC502.25.23276	-99.99	17.701	17.728	0.027	2.32101910	7000.65020	0.066	0.012	
OGLE-LMC-ECL-30230	ELL	5.181053	-70.427139	-99.99	LMC113.6.17386	LMC502.25.27915	-99.99	16.833	16.983	0.150	5.22599820	7003.87180	0.104	0.056	
OGLE-LMC-ECL-30242	ELL	5.182447	-65.024056	-99.99	-99.99	LMC513.10.12863	-99.99	19.560	19.772	0.212	0.68549700	7000.30030	0.504	0.381	
OGLE-LMC-ECL-30246	ELL	5.182786	-70.257889	-99.99	LMC113.5.19379	LMC502.25.40083	-99.99	16.198	16.393	0.195	2.06891340	7000.24340	0.064	0.037	
OGLE-LMC-ECL-30249	ELL	5.183286	-67.085306	-99.99	LMC107.8.423	LMC511.26.346	-99.99	17.317	17.224	-0.093	3.52216920	7002.81590	0.081	0.080	
OGLE-LMC-ECL-30294	ELL	5.186950	-70.276556	-99.99	LMC113.5.20298	LMC502.25.40530	-99.99	17.822	18.996	1.174	25.68920580	7018.44780	0.192	0.152	
OGLE-LMC-ECL-30318	ELL	5.189103	-66.215722	-99.99	-99.99	LMC512.18.100	-99.99	16.488	17.011	0.523	36.78700200	7004.95680	0.149	0.126	
OGLE-LMC-ECL-30327	ELL	5.190189	-69.196444	-99.99	LMC111.6.19769	LMC510.01.90	-99.99	14.397	14.364	-0.033	4.64202570	7004.60730	0.120	0.085	
OGLE-LMC-ECL-30333	ELL	5.190739	-68.409833	-99.99	LMC110.5.39964	LMC510.18.50634	-99.99	17.672	17.661	-0.011	0.89900260	7000.04130	0.109	0.058	
OGLE-LMC-ECL-30345	ELL	5.191914	-66.048667	-99.99	-99.99	LMC512.18.14885	-99.99	16.555	16.537	-0.018	3.38135230	7002.96360	0.070	0.013	
OGLE-LMC-ECL-30351	ELL	5.192553	-71.552722	-99.99	-99.99	LMC501.25.4944	-99.99	16.072	17.397	1.325	186.58400790	7003.26520	0.053	0.023	
OGLE-LMC-ECL-30361	ELL	5.193014	-69.070556	-99.99	LMC111.5.23220	LMC503.25.76479	-99.99	17.134	17.346	0.212	6.61035750	7002.47430	0.076	0.014	
OGLE-LMC-ECL-30375	ELL	5.193756	-68.644944	-99.99	LMC110.6.17190	LMC510.18.145	-99.99	15.447	16.944	1.497	122.28880180	7030.97750	0.183	0.147	
OGLE-LMC-ECL-30381	ELL	5.194017	-69.216639	-99.99	LMC111.6.20602	LMC510.01.4719	-99.99	17.444	17.476	0.032	1.05226080	7000.65860	0.078	0.057	
OGLE-LMC-ECL-30387	ELL	5.194442	-69.866972	-99.99	LMC112.7.73835	LMC509.17.2357	-99.99	17.431	18.570	1.139	176.13132730	7135.80710	0.161	0.151	
OGLE-LMC-ECL-30392	ELL	5.194664	-65.113833	-99.99	-99.99	LMC513.09.12356	-99.99	17.516	17.518	0.002	1.45302910	7001.01420	0.083	0.031	
OGLE-LMC-ECL-30407	ELL	5.196175	-69.069806	-99.99	LMC111.5.22840	LMC510.01.58277	-99.99	16.800	18.084	1.284	37.13629030	7026.61360	0.188	0.181	
OGLE-LMC-ECL-30417	ELL	5.196658	-66.422528	-99.99	-99.99	LMC512.09.349	-99.99	17.107	17.089	-0.018	1.65365120	7000.73220	0.088	0.038	
OGLE-LMC-ECL-30428	ELL	5.197281	-71.521000	-99.99	-99.99	LMC501.25.8028	-99.99	15.344	17.021	1.677	423.80300470	7398.18550	0.046	0.025	
OGLE-LMC-ECL-30476	ELL	5.202244	-69.465278	-99.99	LMC111.8.61784	LMC503.16.11798	-99.99	16.211	17.583	1.372	83.84140920	7043.33200	0.159	0.124	
OGLE-LMC-ECL-30497	ELL	5.204003	-66.549806	-99.99	-99.99	LMC505.25.13087	-99.99	16.809	16.792	-0.017	2.04386750	7001.52500	0.066	0.021	
OGLE-LMC-ECL-30505	ELL	5.204806	-68.498556	-99.99	LMC110.5.21481	LMC510.17.45782	-99.99	15.675	17.156	1.481	144.35460590	7143.27090	0.158	0.123	
OGLE-LMC-ECL-30513	ELL	5.206083	-71.190528	-99.99	LMC114.1.416	LMC508.08.14505	-99.99	17.217	18.310	1.093	24.28560700	7017.10120	0.141	0.135	
OGLE-LMC-ECL-30536	ELL	5.208300	-65.804528	-99.99	-99.99	LMC506.16.216	-99.99	16.856	16.826	-0.030	2.97749180	7000.83730	0.127	0.064	
OGLE-LMC-ECL-30538	ELL	5.208439	-68.672000	-99.99	LMC110.7.71465	LMC510.17.1949	-99.99	18.007	18.099	0.092	1.87145920	7001.20890	0.123	0.052	
OGLE-LMC-ECL-30539	ELL	5.208489	-72.023333	-99.99	-99.99	LMC501.15.9070	-99.99	16.506	17.866	1.360	83.82520840	7037.04850	0.090	0.085	
OGLE-LMC-ECL-30544	ELL	5.208886	-67.020472	-99.99	LMC107.7.14332	LMC505.16.406	-99.99	16.846	16.935	0.089	5.64096070	7000.19440	0.062	0.013	
OGLE-LMC-ECL-30568	ELL	5.210458	-67.472611	-99.99	LMC108.6.16996	LMC511.08.17795	-99.99	14.386	14.259	-0.127	4.05123130	7000.38020	0.084	0.045	
OGLE-LMC-ECL-30589	ELL	5.212519	-65.968972	-99.99	-99.99	LMC512.17.15954	-99.99	17.851	17.835	-0.016	1.42989650	7000.10320	0.109	0.053	
OGLE-LMC-ECL-30599	ELL	5.213133	-65.955194	-99.99	-99.99	LMC512.17.15276	-99.99	17.605	17.671	0.066	3.23246450	7000.14670	0.123	0.057	
OGLE-LMC-ECL-30601	ELL	5.213328	-68.651472	-99.99	LMC110.3.119	LMC510.17.352	-99.99	16.366	17.505	1.139	139.32660330	7105.11620	0.130	0.114	
