ID	Type	RA	DECL	ID_OGLE_II	ID_OGLE_III	ID_OGLE_IV	ID_OTHER	I	V	V_I	P	T0	A_1	A_2	Remarks
OGLE-LMC-ECL-16211	ELL	5.458128	-69.859972	LMC_SC3_49242	LMC162.2.95817	LMC516.24.60497	-99.99	16.240	17.527	1.287	105.25974290	7018.68910	0.073	0.068	
OGLE-LMC-ECL-16219	ELL	5.458258	-70.737667	-99.99	-99.99	LMC515.32.32180	-99.99	17.206	17.581	0.375	8.38899520	7006.21330	0.075	0.047	
OGLE-LMC-ECL-16225	ELL	5.458447	-70.017778	-99.99	LMC162.1.77317	LMC516.15.27314	-99.99	17.601	18.652	1.051	89.01410850	7035.27950	0.067	0.064	
OGLE-LMC-ECL-16230	ELL	5.458567	-69.972667	-99.99	LMC162.2.39369	LMC516.15.42468	-99.99	17.843	18.889	1.046	67.04094000	7030.67590	0.039	0.035	
OGLE-LMC-ECL-16333	ELL	5.462200	-69.654083	-99.99	LMC162.4.42439	LMC516.24.49936	-99.99	18.000	19.001	1.001	18.98518910	7017.83590	0.107	0.078	
OGLE-LMC-ECL-16361	ELL	5.462936	-68.363083	-99.99	LMC159.1.16786	LMC517.32.240	-99.99	18.151	18.112	-0.039	0.92316800	7000.41800	0.082	0.066	
OGLE-LMC-ECL-16388	ELL	5.463922	-69.771000	-99.99	LMC162.3.47086	LMC516.24.18926	-99.99	18.222	19.109	0.887	4.69314000	7004.33340	0.128	0.104	
OGLE-LMC-ECL-16427	ELL	5.465225	-69.111611	-99.99	LMC161.3.71302	LMC517.06.61529	-99.99	17.941	17.805	-0.136	13.28996400	7013.11210	0.092	0.090	
OGLE-LMC-ECL-16439	ELL	5.465619	-69.264806	-99.99	LMC161.2.74949	LMC517.06.39776	-99.99	18.168	18.119	-0.049	21.17660290	7001.43810	0.087	0.084	
OGLE-LMC-ECL-16447	ELL	5.465844	-70.355056	-99.99	LMC163.3.87666	LMC516.07.18017	-99.99	16.962	18.081	1.119	16.00886900	7012.35530	0.043	0.035	
OGLE-LMC-ECL-16452	ELL	5.465981	-69.201528	-99.99	LMC161.3.25603	LMC517.06.49891	-99.99	17.980	18.082	0.102	1.46237760	7001.17980	0.105	0.064	
OGLE-LMC-ECL-16463	ELL	5.466236	-69.916083	-99.99	LMC162.2.39111	LMC516.24.288	-99.99	16.450	16.436	-0.014	3.98363730	7003.39240	0.082	0.035	
OGLE-LMC-ECL-16499	ELL	5.467428	-68.208250	-99.99	LMC159.2.16124	LMC517.31.21912	-99.99	17.824	17.794	-0.030	4.38758230	7000.49220	0.077	0.066	
OGLE-LMC-ECL-16557	ELL	5.469544	-70.325667	-99.99	LMC163.3.88593	LMC516.07.20176	-99.99	18.393	19.407	1.014	15.61787030	7012.68170	0.185	0.167	
OGLE-LMC-ECL-16564	ELL	5.469772	-69.434778	-99.99	LMC161.1.92018	LMC516.32.21349	-99.99	16.293	17.546	1.253	181.25206420	7125.39830	0.025	0.018	
OGLE-LMC-ECL-16638	ELL	5.472267	-69.119361	-99.99	LMC161.3.82129	LMC517.06.60631	-99.99	15.575	15.456	-0.119	1.12521200	7000.97090	0.053	0.034	
OGLE-LMC-ECL-16639	ELL	5.472392	-70.989528	-99.99	LMC164.3.12302	LMC515.24.10710	-99.99	13.550	13.799	0.249	178.32316060	7057.49430	0.055	0.053	
OGLE-LMC-ECL-16718	ELL	5.475064	-69.154056	-99.99	LMC161.3.82070	LMC517.06.60507	-99.99	14.873	14.711	-0.162	1.33292850	7000.84430	0.112	0.091	
OGLE-LMC-ECL-16734	ELL	5.475378	-71.594639	-99.99	LMC165.3.10435	LMC515.07.10320	-99.99	16.650	16.533	-0.117	0.75788300	7000.58180	0.045	0.026	
OGLE-LMC-ECL-16754	ELL	5.475944	-69.847222	-99.99	LMC162.2.136839	LMC516.23.69277	-99.99	16.676	18.542	1.866	84.30551390	7003.93560	0.112	0.095	
OGLE-LMC-ECL-16773	ELL	5.476464	-70.014917	-99.99	LMC162.1.107361	LMC516.14.88756	-99.99	16.679	16.597	-0.082	1.11867460	7000.93380	0.105	0.066	
OGLE-LMC-ECL-16959	ELL	5.482611	-68.787972	-99.99	LMC167.7.139	LMC517.14.16988	-99.99	16.339	16.242	-0.097	1.29033230	7000.79760	0.104	0.073	
OGLE-LMC-ECL-17117	ELL	5.487572	-69.403611	-99.99	LMC168.7.1257	LMC516.31.64153	-99.99	17.350	18.597	1.247	36.36215830	7012.58780	0.072	0.054	
OGLE-LMC-ECL-17161	ELL	5.489172	-71.029472	-99.99	LMC164.2.38439	LMC515.23.29023	-99.99	13.926	13.839	-0.087	6.39810040	7005.32780	0.091	0.077	
OGLE-LMC-ECL-17169	ELL	5.489369	-69.021250	-99.99	LMC168.5.40555	LMC517.06.30702	-99.99	15.079	14.932	-0.147	1.55064600	7000.62130	0.109	0.079	
OGLE-LMC-ECL-17170	ELL	5.489403	-70.721833	-99.99	LMC163.1.28541	LMC515.31.39607	-99.99	15.680	17.040	1.360	146.00371120	7021.31210	0.029	0.017	
OGLE-LMC-ECL-17181	ELL	5.489683	-69.481722	-99.99	LMC168.8.83	LMC516.31.9898	-99.99	15.036	14.937	-0.099	4.80511000	7003.36580	0.162	0.083	
OGLE-LMC-ECL-17246	ELL	5.492219	-70.185667	-99.99	-99.99	LMC516.14.152	-99.99	15.604	17.079	1.475	383.79479870	7343.41850	0.038	0.035	
OGLE-LMC-ECL-17259	ELL	5.492658	-70.238944	-99.99	LMC170.5.163	-99.99	-99.99	15.998	17.439	1.441	105.30311480	7075.01210	0.187	0.122	
OGLE-LMC-ECL-17357	ELL	5.496147	-70.160806	LMC_SC3_345497	LMC170.5.74402	LMC516.14.481	-99.99	17.392	18.547	1.155	87.75386630	7059.65670	0.115	0.111	
OGLE-LMC-ECL-17392	ELL	5.497203	-69.201139	-99.99	LMC168.6.11958	LMC517.05.44811	-99.99	18.260	18.274	0.014	0.43476000	7000.43080	0.134	0.130	
OGLE-LMC-ECL-17438	ELL	5.498611	-70.074306	-99.99	LMC169.8.18109	LMC516.14.13039	-99.99	16.034	15.961	-0.073	2.35015540	7000.31640	0.069	0.032	
OGLE-LMC-ECL-17503	ELL	5.500661	-71.850250	-99.99	LMC165.1.15370	LMC514.31.21755	-99.99	18.114	18.989	0.875	28.91719010	7009.87510	0.149	0.124	
OGLE-LMC-ECL-17583	ELL	5.503631	-71.043472	-99.99	LMC171.7.27500	LMC515.23.5396	-99.99	17.854	18.936	1.082	18.83638690	7007.63640	0.114	0.084	
OGLE-LMC-ECL-17669	ELL	5.506414	-69.129278	-99.99	LMC168.6.64152	LMC517.05.53049	-99.99	14.845	14.882	0.037	4.29921940	7003.46010	0.050	0.038	
OGLE-LMC-ECL-17768	ELL	5.509586	-70.962278	-99.99	LMC171.6.8225	LMC515.23.11798	-99.99	15.913	17.129	1.216	169.93674430	7167.19310	0.095	0.064	
OGLE-LMC-ECL-17979	ELL	5.517267	-67.915194	-99.99	-99.99	LMC518.04.18043	-99.99	17.236	17.250	0.014	1.43309700	7000.27590	0.193	0.126	
OGLE-LMC-ECL-18099	ELL	5.520700	-70.005389	-99.99	LMC169.8.117098	LMC516.13.31034	-99.99	17.652	18.407	0.755	8.47890190	7002.40230	0.070	0.069	
OGLE-LMC-ECL-18221	ELL	5.525181	-68.539500	-99.99	LMC167.6.37230	LMC517.21.24315	-99.99	16.324	16.582	0.258	1.24637860	7000.84910	0.120	0.103	
OGLE-LMC-ECL-18326	ELL	5.529039	-71.127889	-99.99	LMC171.7.13008	LMC515.22.23732	-99.99	15.354	16.850	1.496	131.66608360	7012.37700	0.168	0.117	
OGLE-LMC-ECL-18652	ELL	5.540519	-70.163000	-99.99	LMC170.5.130338	LMC516.12.55711	-99.99	15.883	17.305	1.422	115.89365900	7053.26080	0.181	0.109	
OGLE-LMC-ECL-18727	ELL	5.543533	-69.412333	-99.99	LMC168.1.41153	LMC516.29.54441	-99.99	14.370	14.432	0.062	10.35701260	7004.43040	0.057	0.041	
OGLE-LMC-ECL-18960	ELL	5.552497	-71.858556	-99.99	LMC172.8.18444	LMC514.30.20797	-99.99	18.011	19.041	1.030	12.54928380	7008.42060	0.150	0.137	
OGLE-LMC-ECL-18972	ELL	5.552850	-68.533750	-99.99	LMC167.3.29239	LMC517.20.31866	-99.99	17.706	18.131	0.425	10.76113230	7001.98570	0.080	0.054	
OGLE-LMC-ECL-19010	ELL	5.554142	-70.189889	-99.99	LMC170.4.64348	LMC516.12.321	-99.99	17.234	17.251	0.017	0.84968700	7000.82340	0.042	0.014	
OGLE-LMC-ECL-19212	ELL	5.561514	-69.763028	LMC_SC1_172354	LMC169.3.77483	LMC516.21.24601	-99.99	14.775	16.064	1.289	185.13620030	7099.08040	0.052	0.036	
OGLE-LMC-ECL-19234	ELL	5.562436	-69.572056	-99.99	LMC169.4.63771	-99.99	-99.99	15.950	17.281	1.331	205.69047500	7029.73790	0.078	0.050	
OGLE-LMC-ECL-19274	ELL	5.564053	-71.230389	-99.99	LMC171.1.28010	LMC515.12.12875	-99.99	17.406	17.550	0.144	1.01920500	7000.06420	0.086	0.042	
OGLE-LMC-ECL-19281	ELL	5.564394	-69.590472	-99.99	LMC169.4.63692	LMC516.28.32944	-99.99	15.590	17.245	1.655	264.69627290	7155.99850	0.068	0.038	
OGLE-LMC-ECL-19328	ELL	5.565828	-68.781861	-99.99	LMC167.2.16416	LMC517.11.14224	-99.99	18.558	19.622	1.064	23.11966100	7010.32270	0.120	0.119	
OGLE-LMC-ECL-19401	ELL	5.568844	-69.086583	-99.99	LMC168.4.14143	LMC517.03.14571	-99.99	17.617	18.311	0.694	11.35757190	7005.43400	0.098	0.047	
OGLE-LMC-ECL-19481	ELL	5.571692	-71.535639	-99.99	LMC172.3.27646	LMC515.04.18095	-99.99	17.345	17.360	0.015	1.50111710	7001.00230	0.090	0.044	
OGLE-LMC-ECL-19506	ELL	5.572647	-70.726889	-99.99	LMC170.1.10035	LMC515.29.7613	-99.99	17.849	17.822	-0.027	0.80097400	7000.18100	0.070	0.043	
OGLE-LMC-ECL-19560	ELL	5.575133	-71.186750	-99.99	LMC171.1.35476	LMC515.12.20212	-99.99	18.453	18.437	-0.016	0.77956260	7000.23370	0.143	0.059	
OGLE-LMC-ECL-19575	ELL	5.575539	-69.666583	-99.99	LMC169.4.27869	LMC516.20.75633	-99.99	17.590	17.641	0.051	5.83756390	7005.70000	0.086	0.077	
OGLE-LMC-ECL-19646	ELL	5.578764	-71.275667	-99.99	LMC171.1.6932	-99.99	-99.99	14.471	15.868	1.397	322.08133920	7225.57660	0.045	0.023	
OGLE-LMC-ECL-19784	ELL	5.585094	-70.274028	-99.99	LMC170.4.33114	LMC516.03.30711	-99.99	16.058	16.665	0.607	18.35025990	7005.01660	0.200	0.102	
OGLE-LMC-ECL-19911	ELL	5.589519	-70.232222	-99.99	LMC170.4.33460	-99.99	-99.99	17.352	17.642	0.290	4.87225020	7003.71010	0.091	0.084	
OGLE-LMC-ECL-19970	ELL	5.591806	-69.595694	-99.99	LMC169.4.88095	LMC516.28.105	-99.99	16.803	-99.99	-99.99	12.10363850	7005.46550	0.263	0.158	
OGLE-LMC-ECL-20227	ELL	5.600442	-70.237472	-99.99	LMC170.4.48549	-99.99	-99.99	15.782	17.153	1.371	223.90046330	7138.91320	0.046	0.040	
OGLE-LMC-ECL-20251	ELL	5.601336	-70.820750	-99.99	LMC171.4.28827	LMC515.28.291	-99.99	18.024	18.642	0.618	0.37407800	7000.21360	0.225	0.184	
OGLE-LMC-ECL-20256	ELL	5.601542	-70.647611	-99.99	LMC170.1.67185	LMC515.28.16212	-99.99	17.733	18.360	0.627	22.72577830	7016.28690	0.167	0.130	
OGLE-LMC-ECL-20269	ELL	5.602061	-69.837611	-99.99	LMC176.6.764	LMC516.19.46328	-99.99	17.607	17.696	0.089	3.19624090	7000.11510	0.104	0.044	
OGLE-LMC-ECL-20295	ELL	5.602897	-71.000500	-99.99	LMC171.3.28122	LMC515.20.6811	-99.99	17.583	17.701	0.118	1.92379000	7000.31610	0.120	0.080	
OGLE-LMC-ECL-20453	ELL	5.608236	-70.244611	-99.99	LMC177.5.481	-99.99	-99.99	17.080	17.039	-0.041	1.71759800	7000.32740	0.065	0.062	
OGLE-LMC-ECL-20486	ELL	5.609347	-70.716028	-99.99	LMC177.8.3560	-99.99	-99.99	19.232	19.372	0.140	0.75040580	7000.55910	0.516	0.269	
OGLE-LMC-ECL-20523	ELL	5.610772	-69.965472	-99.99	LMC176.7.13358	LMC516.10.35905	-99.99	17.844	19.047	1.203	30.88829280	7011.69820	0.169	0.148	
OGLE-LMC-ECL-20541	ELL	5.611697	-69.440889	-99.99	LMC175.8.51957	LMC516.27.16087	-99.99	14.560	14.406	-0.154	1.76259860	7000.03060	0.028	0.017	
OGLE-LMC-ECL-20565	ELL	5.612542	-69.610750	-99.99	LMC176.5.43204	-99.99	-99.99	18.241	18.630	0.389	4.57568720	7003.02830	0.125	0.097	
OGLE-LMC-ECL-20686	ELL	5.617033	-71.356639	-99.99	LMC172.4.54168	LMC515.10.32701	-99.99	15.657	17.369	1.712	364.68518360	7051.57120	0.046	0.025	
OGLE-LMC-ECL-20752	ELL	5.619389	-69.822750	-99.99	LMC176.6.11885	LMC516.19.9854	-99.99	17.689	18.882	1.193	12.14500900	7006.77620	0.179	0.121	
OGLE-LMC-ECL-20879	ELL	5.624025	-69.702833	-99.99	LMC176.6.58905	LMC516.18.46409	-99.99	15.613	17.387	1.774	393.08322680	7370.79020	0.053	0.035	
OGLE-LMC-ECL-20929	ELL	5.625878	-69.832778	-99.99	LMC176.6.20877	LMC516.18.37071	-99.99	15.630	17.084	1.454	298.80277430	7264.23300	0.066	0.050	
OGLE-LMC-ECL-21024	ELL	5.629364	-68.253556	-99.99	LMC173.1.1498	LMC554.16.2424	-99.99	18.779	19.722	0.943	117.12878670	7099.03940	0.050	0.049	
OGLE-LMC-ECL-21032	ELL	5.629731	-71.255917	-99.99	LMC178.8.6904	LMC515.10.13908	-99.99	17.295	17.327	0.032	0.95529130	7000.83490	0.082	0.053	
OGLE-LMC-ECL-21107	ELL	5.632253	-69.601250	-99.99	LMC176.5.50199	-99.99	-99.99	15.220	16.809	1.589	303.32423470	7154.85780	0.110	0.109	
OGLE-LMC-ECL-21228	ELL	5.637739	-71.278194	-99.99	LMC178.8.6758	LMC515.10.13601	-99.99	16.915	17.334	0.419	15.07589850	7004.74230	0.152	0.113	
OGLE-LMC-ECL-21424	ELL	5.644736	-69.489167	-99.99	LMC175.1.233	LMC553.16.5474	-99.99	17.284	18.661	1.377	31.55467340	7023.76600	0.197	0.147	
OGLE-LMC-ECL-21441	ELL	5.645192	-70.107444	-99.99	LMC176.8.39920	LMC516.09.7268	-99.99	17.433	17.894	0.461	2.35383750	7001.65650	0.076	0.064	
OGLE-LMC-ECL-21488	ELL	5.646542	-69.969028	-99.99	LMC176.7.35841	LMC516.09.26571	-99.99	18.096	19.259	1.163	16.57567030	7002.21670	0.115	0.079	
OGLE-LMC-ECL-21527	ELL	5.647906	-67.776000	-99.99	LMC173.4.1255	LMC554.24.13869	-99.99	17.859	18.905	1.046	15.40778530	7011.53040	0.118	0.108	
OGLE-LMC-ECL-21682	ELL	5.655244	-69.616056	-99.99	LMC176.4.1	LMC516.17.44959	-99.99	14.145	14.245	0.100	5.32411260	7001.15610	0.102	0.084	
OGLE-LMC-ECL-21850	ELL	5.663244	-71.165222	-99.99	LMC178.7.23742	LMC515.09.20886	-99.99	18.026	19.123	1.097	22.39234050	7013.50420	0.116	0.092	
OGLE-LMC-ECL-22004	ELL	5.668933	-70.656389	LMC_SC17_193109	LMC177.1.39884	LMC552.16.15821	-99.99	14.689	14.702	0.013	1.46214740	7000.38760	0.175	0.138	
OGLE-LMC-ECL-22145	ELL	5.674689	-69.677361	-99.99	LMC176.4.5694	LMC553.07.24362	-99.99	17.035	17.330	0.295	1.35997950	7000.81840	0.143	0.094	
OGLE-LMC-ECL-22225	ELL	5.678003	-69.275167	-99.99	LMC175.2.48529	LMC553.24.56	-99.99	15.667	15.978	0.311	3.56006010	7002.86090	0.080	0.066	
OGLE-LMC-ECL-22265	ELL	5.679581	-70.309944	-99.99	LMC177.3.64395	LMC552.24.54258	-99.99	16.829	18.118	1.289	94.49669320	7083.38550	0.047	0.033	
OGLE-LMC-ECL-22337	ELL	5.682628	-69.947528	LMC_SC18_262862	LMC176.2.19076	LMC552.32.56212	-99.99	17.613	18.776	1.163	23.43491510	7013.02090	0.105	0.089	
OGLE-LMC-ECL-22399	ELL	5.685236	-68.844639	-99.99	LMC174.1.18957	LMC553.32.4130	-99.99	15.748	15.755	0.007	1.12507990	7000.14070	0.119	0.086	
OGLE-LMC-ECL-22408	ELL	5.685572	-69.988889	LMC_SC18_107300	LMC176.2.18765	LMC552.32.47751	-99.99	16.230	16.265	0.035	0.97759960	7000.55820	0.082	0.058	
OGLE-LMC-ECL-22442	ELL	5.686825	-69.435750	-99.99	LMC175.1.52848	-99.99	-99.99	13.673	13.640	-0.033	8.58284820	7001.51450	0.101	0.088	
OGLE-LMC-ECL-22550	ELL	5.691425	-68.458528	-99.99	LMC182.5.2528	LMC554.06.21366	-99.99	18.589	19.693	1.104	95.61892800	7050.62680	0.033	0.023	
OGLE-LMC-ECL-22677	ELL	5.696433	-69.081944	-99.99	LMC175.4.21922	LMC553.23.30345	-99.99	16.977	17.169	0.192	2.34687830	7001.10930	0.138	0.066	
OGLE-LMC-ECL-22682	ELL	5.696731	-69.233583	-99.99	LMC175.3.16871	LMC553.23.24768	-99.99	17.510	17.650	0.140	0.78745280	7000.72300	0.095	0.068	
OGLE-LMC-ECL-22687	ELL	5.696928	-69.422917	-99.99	LMC175.1.53614	LMC553.14.39858	-99.99	18.041	18.040	-0.001	0.56170000	7000.40390	0.113	0.083	
OGLE-LMC-ECL-22840	ELL	5.702408	-69.877556	-99.99	LMC176.2.63839	LMC553.06.93	-99.99	16.032	17.291	1.259	97.04066180	7012.37210	0.050	0.047	
OGLE-LMC-ECL-22855	ELL	5.702875	-69.809917	-99.99	LMC176.3.23467	LMC553.06.8800	-99.99	17.767	18.914	1.147	17.81894890	7011.55890	0.125	0.112	
OGLE-LMC-ECL-22981	ELL	5.708906	-71.761250	-99.99	LMC179.2.4307	LMC551.24.22860	-99.99	16.944	-99.99	-99.99	56.72472170	7052.42030	0.075	0.067	
OGLE-LMC-ECL-22997	ELL	5.710169	-69.061389	-99.99	LMC183.5.114	LMC553.23.15132	-99.99	15.277	15.360	0.083	0.65404280	7000.08970	0.040	0.032	
OGLE-LMC-ECL-23069	ELL	5.713286	-68.366750	-99.99	LMC181.8.13497	LMC554.13.40	-99.99	15.042	16.681	1.639	428.67777800	7082.56630	0.075	0.028	
OGLE-LMC-ECL-23102	ELL	5.714794	-69.088722	-99.99	LMC183.5.2114	LMC553.23.10713	-99.99	17.961	19.030	1.069	18.26263910	7015.86470	0.102	0.092	
OGLE-LMC-ECL-23152	ELL	5.717467	-71.276417	-99.99	LMC178.1.14283	LMC551.32.38382	-99.99	17.878	19.007	1.129	16.19798610	7007.00000	0.151	0.130	
OGLE-LMC-ECL-23256	ELL	5.722050	-69.166083	-99.99	LMC183.6.25632	LMC553.22.22853	-99.99	14.558	14.819	0.261	20.83302340	7016.93750	0.164	0.089	
OGLE-LMC-ECL-23510	ELL	5.736944	-70.926139	-99.99	LMC186.6.28855	LMC552.06.25797	-99.99	19.662	20.211	0.549	0.81779190	7000.46070	0.589	0.274	
OGLE-LMC-ECL-23573	ELL	5.741222	-70.836528	-99.99	LMC186.5.407	LMC552.13.35402	-99.99	17.269	17.386	0.117	1.26935900	7001.22600	0.105	0.069	
OGLE-LMC-ECL-23579	ELL	5.741358	-69.778917	-99.99	LMC184.6.38904	LMC553.05.13456	-99.99	16.083	16.066	-0.017	1.19367550	7000.41670	0.140	0.100	
OGLE-LMC-ECL-23662	ELL	5.747275	-68.100583	-99.99	LMC181.2.163	LMC554.12.11025	-99.99	15.932	15.839	-0.093	4.09825910	7000.87620	0.048	0.023	
OGLE-LMC-ECL-23708	ELL	5.750811	-71.370333	-99.99	LMC187.5.1666	LMC551.31.5764	-99.99	17.947	19.045	1.098	20.93651640	7006.82270	0.150	0.116	
OGLE-LMC-ECL-23783	ELL	5.755467	-70.496222	LMC_SC20_45731	LMC185.7.65283	LMC552.22.70	-99.99	15.868	17.503	1.635	117.44447340	7026.61490	0.219	0.142	
OGLE-LMC-ECL-23979	ELL	5.768631	-72.049528	-99.99	LMC188.5.1319	LMC551.13.11148	-99.99	18.286	18.498	0.212	0.70077770	7000.42640	0.189	0.129	
OGLE-LMC-ECL-24002	ELL	5.771036	-68.898722	-99.99	LMC182.1.18554	LMC553.29.3201	-99.99	15.119	16.450	1.331	151.70145950	7101.90640	0.378	0.192	
OGLE-LMC-ECL-24015	ELL	5.772172	-71.755778	-99.99	LMC187.7.21580	LMC551.22.16220	-99.99	15.570	17.132	1.562	147.50907330	7089.05870	0.157	0.110	
OGLE-LMC-ECL-24025	ELL	5.772617	-70.882167	-99.99	LMC186.6.42383	LMC552.04.57339	-99.99	18.628	18.751	0.123	1.35434950	7000.90360	0.232	0.149	
OGLE-LMC-ECL-24042	ELL	5.774144	-68.470944	-99.99	LMC182.4.16426	LMC554.03.11340	-99.99	15.893	17.414	1.521	173.21253110	7162.48060	0.075	0.065	
OGLE-LMC-ECL-24060	ELL	5.775597	-69.004139	-99.99	LMC183.4.1743	-99.99	-99.99	17.838	19.171	1.333	49.75097150	7036.60330	0.148	0.136	
OGLE-LMC-ECL-24189	ELL	5.784756	-70.659417	-99.99	LMC185.1.282	LMC552.12.54049	-99.99	16.734	17.834	1.100	189.41336340	7116.35720	0.043	0.034	
OGLE-LMC-ECL-24199	ELL	5.785825	-71.507861	-99.99	LMC187.6.25906	LMC551.22.11867	-99.99	15.794	17.551	1.757	217.89300200	7075.79080	0.204	0.098	
OGLE-LMC-ECL-24265	ELL	5.790983	-69.557500	-99.99	LMC184.4.20720	LMC553.11.99	-99.99	16.641	17.869	1.228	102.73410430	7047.03640	0.050	0.044	
OGLE-LMC-ECL-24278	ELL	5.792106	-70.869583	LMC_SC20_175173	LMC186.4.272	LMC552.04.24463	-99.99	17.449	17.567	0.118	2.81823250	7001.09420	0.116	0.074	
OGLE-LMC-ECL-24333	ELL	5.796867	-71.244639	-99.99	LMC186.1.15857	LMC551.30.11808	-99.99	18.145	19.209	1.064	11.72939960	7004.93810	0.188	0.149	
OGLE-LMC-ECL-24670	ELL	5.824183	-70.154750	-99.99	LMC185.4.56740	LMC552.28.581	-99.99	17.581	17.692	0.111	2.03158090	7001.41910	0.075	0.068	
OGLE-LMC-ECL-24719	ELL	5.828886	-70.181194	-99.99	LMC185.4.56917	LMC552.28.426	-99.99	18.077	19.115	1.038	12.98702090	7000.01370	0.096	0.090	
OGLE-LMC-ECL-24739	ELL	5.830236	-71.826389	-99.99	LMC187.1.993	LMC551.12.10285	-99.99	17.854	18.965	1.111	32.04378500	7013.13210	0.148	0.120	
OGLE-LMC-ECL-24832	ELL	5.838289	-69.507556	-99.99	LMC190.8.17029	LMC553.09.18769	-99.99	17.892	18.975	1.083	20.08954310	7010.70940	0.101	0.079	
OGLE-LMC-ECL-24976	ELL	5.854472	-69.957361	-99.99	LMC191.7.22268	LMC552.27.14944	-99.99	16.860	16.882	0.022	2.07608790	7000.68320	0.088	0.069	
OGLE-LMC-ECL-25456	ELL	5.955228	-71.038056	-99.99	LMC193.2.5446	LMC559.23.54	-99.99	16.129	17.573	1.444	220.07249220	7104.14420	0.049	0.037	
OGLE-LMC-ECL-25598	ELL	6.005058	-70.020028	-99.99	LMC198.1.26	LMC560.12.6311	-99.99	14.332	15.605	1.273	208.34215130	7105.71380	0.098	0.095	
OGLE-LMC-ECL-25600	ELL	6.006133	-72.751444	-99.99	LMC203.6.548	LMC558.06.4733	-99.99	18.765	19.476	0.711	11.50888530	7003.85030	0.293	0.169	
OGLE-LMC-ECL-25690	ELL	6.050917	-70.022417	-99.99	LMC206.8.26	LMC560.10.5035	-99.99	15.246	16.831	1.585	300.70454590	7101.14730	0.084	0.059	
OGLE-LMC-ECL-25880	ELL	6.130117	-71.052417	-99.99	LMC208.7.6379	LMC567.07.84	-99.99	15.817	17.700	1.883	0.25428000	7000.21990	0.168	0.141	
OGLE-LMC-ECL-25893	ELL	6.137339	-69.154111	-99.99	LMC212.6.108	LMC568.22.6271	-99.99	17.068	-99.99	-99.99	0.80494680	7000.28260	0.082	0.064	
OGLE-LMC-ECL-25925	ELL	6.149203	-71.976306	-99.99	LMC210.5.462	LMC566.16.415	-99.99	17.719	18.362	0.643	27.10157800	7018.37420	0.076	0.073	
OGLE-LMC-ECL-26227	ELL	3.742608	-71.668722	-99.99	-99.99	MBR141.07.1256	-99.99	17.602	18.459	0.857	0.70311750	7000.19820	0.085	0.085	
OGLE-LMC-ECL-26268	ELL	4.080367	-74.915528	-99.99	-99.99	MBR144.20.81	-99.99	17.668	18.384	0.716	0.26414300	7000.14790	0.203	0.109	
OGLE-LMC-ECL-26279	ELL	4.186861	-72.979250	-99.99	-99.99	MBR146.20.920	-99.99	16.523	17.752	1.229	58.77572980	7054.93150	0.102	0.087	
OGLE-LMC-ECL-26296	ELL	4.349075	-74.253250	-99.99	-99.99	LMC521.09.1205	-99.99	15.048	-99.99	-99.99	297.55419910	7159.56300	0.113	0.072	
OGLE-LMC-ECL-26334	ELL	4.497336	-68.532250	-99.99	-99.99	LMC547.04.2580	-99.99	17.966	18.962	0.996	15.76405770	7008.78600	0.131	0.111	
OGLE-LMC-ECL-26385	ELL	4.588864	-70.870500	-99.99	-99.99	LMC537.21.4466	-99.99	15.210	16.987	1.777	225.66646660	7156.40060	0.209	0.186	
OGLE-LMC-ECL-26419	ELL	4.628897	-71.735361	-99.99	-99.99	LMC537.03.218	-99.99	17.957	18.975	1.018	12.99507540	7005.87430	0.277	0.185	
OGLE-LMC-ECL-26426	ELL	4.632367	-69.341222	-99.99	LMC149.7.168	LMC538.29.9655	-99.99	16.843	16.975	0.132	5.49878480	7003.14880	0.058	0.015	
OGLE-LMC-ECL-26433	ELL	4.640797	-65.532861	-99.99	-99.99	LMC549.18.60	-99.99	16.525	16.551	0.026	13.71462300	7007.86380	0.205	0.144	
OGLE-LMC-ECL-26447	ELL	4.655453	-68.134389	-99.99	LMC147.7.268	LMC539.30.6840	-99.99	18.145	18.701	0.556	11.37174650	7004.78690	0.119	0.088	
OGLE-LMC-ECL-26480	ELL	4.690800	-69.853139	-99.99	LMC150.2.6374	LMC538.19.210	-99.99	16.671	16.616	-0.055	1.29842660	7000.70350	0.107	0.069	
OGLE-LMC-ECL-26516	ELL	4.713175	-71.528556	-99.99	-99.99	LMC529.24.6121	-99.99	16.437	17.860	1.423	91.45200020	7013.62750	0.098	0.080	
OGLE-LMC-ECL-26526	ELL	4.719633	-71.555250	-99.99	-99.99	LMC529.24.6109	-99.99	16.263	17.660	1.397	74.43440680	7009.95070	0.097	0.077	
OGLE-LMC-ECL-26529	ELL	4.722372	-68.803250	-99.99	LMC148.2.8208	LMC539.10.10213	-99.99	17.415	17.495	0.080	3.16100470	7001.38490	0.060	0.029	
OGLE-LMC-ECL-26538	ELL	4.726844	-69.839444	-99.99	LMC143.7.104	LMC538.18.118	-99.99	16.265	16.314	0.049	4.67600190	7002.37660	0.069	0.024	
OGLE-LMC-ECL-26555	ELL	4.735028	-69.397000	-99.99	LMC142.7.712	LMC538.26.11144	-99.99	17.637	18.834	1.197	46.79264250	7025.23580	0.141	0.016	
OGLE-LMC-ECL-26561	ELL	4.739342	-69.361472	-99.99	LMC142.7.257	LMC538.26.10906	-99.99	17.348	17.493	0.145	3.56053760	7000.25630	0.153	0.060	
